"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000288162.1","HAVANA","gene",NA,NA,"ENSG00000288162.1","lncRNA","AL596442.4","2",NA,"OTTHUMG00000195893.1",-1.40964328022625,-1.93422565469248,-2.82873746539508,0.00484738668286539,0.203897297900895,-2.19398191362202
"ENSG00000136100.14","HAVANA","gene",NA,NA,"ENSG00000136100.14","protein_coding","VPS36","2","HGNC:20312","OTTHUMG00000016964.5",0.60063694518304,5.47904912931044,2.82867829015377,0.00484826963451869,0.203897297900895,-2.58541097294205
"ENSG00000257894.2","HAVANA","gene",NA,NA,"ENSG00000257894.2","lncRNA","AC027288.3","2",NA,"OTTHUMG00000170063.2",-1.794279189228,-0.526230456884009,-2.82697807657158,0.00487370086732265,0.204124590109098,-2.19893043558498
"ENSG00000204262.14","HAVANA","gene",NA,NA,"ENSG00000204262.14","protein_coding","COL5A2","2","HGNC:2210","OTTHUMG00000149842.5",-1.50361200366118,8.64841024509703,-2.82633850921417,0.00488329858536601,0.204124590109098,-2.59861789332137
"ENSG00000124116.19","HAVANA","gene",NA,NA,"ENSG00000124116.19","protein_coding","WFDC3","1","HGNC:15957","OTTHUMG00000032614.5",1.42796589764929,-0.583052897717746,2.82494022051973,0.00490434186153312,0.204124590109098,-2.23462965960837
"ENSG00000236609.4","HAVANA","gene",NA,NA,"ENSG00000236609.4","protein_coding","ZNF853","1","HGNC:21767","OTTHUMG00000151853.4",1.08873322812579,3.17016714449507,2.82488425258775,0.00490518584961539,0.204124590109098,-2.48366674687486
"ENSG00000105662.16","HAVANA","gene",NA,NA,"ENSG00000105662.16","protein_coding","CRTC1","1","HGNC:16062","OTTHUMG00000183115.5",0.642571494520397,4.23853253337618,2.82456641358527,0.00490998131344846,0.204124590109098,-2.53847239416107
"ENSG00000037042.9","HAVANA","gene",NA,NA,"ENSG00000037042.9","protein_coding","TUBG2","2","HGNC:12419","OTTHUMG00000180640.2",0.808152986610894,3.75920933282707,2.82346493869159,0.00492663297312635,0.204348167667936,-2.51557073384781
"ENSG00000143341.12","HAVANA","gene",NA,NA,"ENSG00000143341.12","protein_coding","HMCN1","2","HGNC:19194","OTTHUMG00000059337.4",-2.31775511434228,4.75701293687135,-2.82215615654229,0.00494648519921411,0.204703175161998,-2.32643111323209
"ENSG00000156030.13","HAVANA","gene",NA,NA,"ENSG00000156030.13","protein_coding","MIDEAS","1","HGNC:19853","OTTHUMG00000150359.3",0.725849927837477,5.89932949344624,2.82036632441864,0.00497375167142691,0.205362694296775,-2.61570239522072
"ENSG00000065618.21","HAVANA","gene",NA,NA,"ENSG00000065618.21","protein_coding","COL17A1","2","HGNC:2194","OTTHUMG00000018998.8",-4.02373265340678,3.13546366356679,-2.81841550707878,0.00500362578625509,0.206126638640136,-2.23113638071122
"ENSG00000181885.18","HAVANA","gene",NA,NA,"ENSG00000181885.18","protein_coding","CLDN7","1","HGNC:2049","OTTHUMG00000178005.4",-1.18522002666191,6.15972424643397,-2.81719478756021,0.00502240210767852,0.206430976425807,-2.56549734600209
"ENSG00000110011.13","HAVANA","gene",NA,NA,"ENSG00000110011.13","protein_coding","DNAJC4","1","HGNC:5271","OTTHUMG00000167792.6",0.741537916750648,4.67813856081247,2.81597921860861,0.00504116266290311,0.206733290560592,-2.59460147432845
"ENSG00000137942.17","HAVANA","gene",NA,NA,"ENSG00000137942.17","protein_coding","FNBP1L","2","HGNC:20851","OTTHUMG00000010863.4",-0.737937611617173,6.96183317297683,-2.81479967481659,0.00505942793488696,0.207007398361627,-2.62674535880064
"ENSG00000107443.16","HAVANA","gene",NA,NA,"ENSG00000107443.16","protein_coding","CCNJ","2","HGNC:23434","OTTHUMG00000018823.7",-1.01796156791377,3.51888830599213,-2.81407445939796,0.00507068767916596,0.207007398361627,-2.34501124798659
"ENSG00000180712.4","HAVANA","gene",NA,NA,"ENSG00000180712.4","lncRNA","LINC02363","2","HGNC:53286","OTTHUMG00000160616.3",1.12589705052866,-1.62355244480266,2.81076855616553,0.00512230369250381,0.208644666809717,-2.25282319613643
"ENSG00000137770.14","HAVANA","gene",NA,NA,"ENSG00000137770.14","protein_coding","CTDSPL2","2","HGNC:26936","OTTHUMG00000131159.4",0.530174603841132,5.39461636174776,2.80948347624815,0.00514249621253236,0.208997503023232,-2.63371603342712
"ENSG00000112511.18","HAVANA","gene",NA,NA,"ENSG00000112511.18","protein_coding","PHF1","2","HGNC:8919","OTTHUMG00000031105.11",0.613060564572071,5.4865056190835,2.8073309628503,0.005176480422038,0.209908018187608,-2.64393995893197
"ENSG00000174516.15","HAVANA","gene",NA,NA,"ENSG00000174516.15","protein_coding","PELI3","1","HGNC:30010","OTTHUMG00000167109.3",0.747142742429524,3.50642694857627,2.8065281452249,0.00518920744473294,0.209954406569708,-2.52893211609177
"ENSG00000159307.19","HAVANA","gene",NA,NA,"ENSG00000159307.19","protein_coding","SCUBE1","2","HGNC:13441","OTTHUMG00000150679.6",2.01187749618301,1.63394507705894,2.80504223218658,0.00521283836771522,0.210120135153806,-2.47654131590431
"ENSG00000167371.21","HAVANA","gene",NA,NA,"ENSG00000167371.21","protein_coding","PRRT2","2","HGNC:30500","OTTHUMG00000177142.66",1.37098659385243,1.65107430077267,2.80307605289808,0.00524425696415687,0.210120135153806,-2.41643268442553
"ENSG00000198729.5","HAVANA","gene",NA,NA,"ENSG00000198729.5","protein_coding","PPP1R14C","2","HGNC:14952","OTTHUMG00000015818.2",-3.63359735508592,0.952102747914789,-2.80293114254687,0.00524657933544537,0.210120135153806,-2.26001055799103
"ENSG00000178093.14","HAVANA","gene",NA,NA,"ENSG00000178093.14","protein_coding","TSSK6","2","HGNC:30410","OTTHUMG00000182146.5",0.913076077719256,0.457674187681992,2.8026450376674,0.00525116726306491,0.210120135153806,-2.30904791939499
"ENSG00000142156.15","HAVANA","gene",NA,NA,"ENSG00000142156.15","protein_coding","COL6A1","2","HGNC:2211","OTTHUMG00000090440.2",-1.26915572990661,9.17362271530805,-2.80210343946496,0.00525986218985823,0.210120135153806,-2.65392242517025
"ENSG00000131584.19","HAVANA","gene",NA,NA,"ENSG00000131584.19","protein_coding","ACAP3","2","HGNC:16754","OTTHUMG00000002235.5",0.797360004634344,4.98869598343405,2.80191709939921,0.00526285674499768,0.210120135153806,-2.64892879556049
"ENSG00000259275.4","HAVANA","gene",NA,NA,"ENSG00000259275.4","lncRNA","AC087477.2","2",NA,"OTTHUMG00000171847.8",1.5566721341798,-0.426825749808524,2.79839430575698,0.00531976071507081,0.211530378149497,-2.31226565022934
"ENSG00000170190.16","HAVANA","gene",NA,NA,"ENSG00000170190.16","protein_coding","SLC16A5","1","HGNC:10926","OTTHUMG00000179277.5",1.23258629952185,3.23356468700118,2.79784769541969,0.00532863992397017,0.211530378149497,-2.5750487559965
"ENSG00000163520.14","HAVANA","gene",NA,NA,"ENSG00000163520.14","protein_coding","FBLN2","1","HGNC:3601","OTTHUMG00000155437.10",-1.56299891343755,6.70447623779677,-2.79756797398053,0.0053331889448483,0.211530378149497,-2.63089148773066
"ENSG00000069482.7","HAVANA","gene",NA,NA,"ENSG00000069482.7","protein_coding","GAL","2","HGNC:4114","OTTHUMG00000167890.3",-2.94407819356989,-0.295001802951389,-2.79668658352318,0.00534754572699217,0.211636711457336,-2.27566677140203
"ENSG00000248508.8","HAVANA","gene",NA,NA,"ENSG00000248508.8","lncRNA","SRP14-AS1","2","HGNC:48619","OTTHUMG00000172392.10",0.774517293578845,1.5618200171372,2.79063007111117,0.00544714921569818,0.214461398920068,-2.39323300141247
"ENSG00000063587.15","HAVANA","gene",NA,NA,"ENSG00000063587.15","protein_coding","ZNF275","2","HGNC:13069","OTTHUMG00000067450.5",0.693720858485023,4.84711935277672,2.79035326361479,0.00545174138026118,0.214461398920068,-2.67078945351835
"ENSG00000198948.12","HAVANA","gene",NA,NA,"ENSG00000198948.12","protein_coding","MFAP3L","1","HGNC:29083","OTTHUMG00000160942.10",-1.91743482565222,3.64185292488282,-2.79019227084904,0.00545441382004587,0.214461398920068,-2.36194110146484
"ENSG00000244694.7","HAVANA","gene",NA,NA,"ENSG00000244694.7","protein_coding","PTCHD4","2","HGNC:21345","OTTHUMG00000150404.2",-1.69715518829828,-0.861104538965505,-2.78569910951277,0.00552947921712454,0.216942294999133,-2.30340439446919
"ENSG00000141447.18","HAVANA","gene",NA,NA,"ENSG00000141447.18","protein_coding","OSBPL1A","1","HGNC:16398","OTTHUMG00000131944.7",-0.986875524454317,5.87821525654419,-2.78322394223937,0.00557122901617536,0.218108201181846,-2.65503609036259
"ENSG00000100147.14","HAVANA","gene",NA,NA,"ENSG00000100147.14","protein_coding","CCDC134","1","HGNC:26185","OTTHUMG00000151262.1",0.768663646924955,3.69227163733617,2.78227056925679,0.00558738594579192,0.218120907555398,-2.61660565353731
"ENSG00000102466.16","HAVANA","gene",NA,NA,"ENSG00000102466.16","protein_coding","FGF14","2","HGNC:3671","OTTHUMG00000017303.9",-1.71289813527191,-0.0532335989341581,-2.78126127305056,0.00560453680081438,0.218120907555398,-2.31755956158004
"ENSG00000102967.12","HAVANA","gene",NA,NA,"ENSG00000102967.12","protein_coding","DHODH","1","HGNC:2867","OTTHUMG00000178093.7",0.584115106936124,3.39591361928453,2.78056897708269,0.00561632843213581,0.218120907555398,-2.57176615291593
"ENSG00000110719.10","HAVANA","gene",NA,NA,"ENSG00000110719.10","protein_coding","TCIRG1","1","HGNC:11647","OTTHUMG00000167358.6",0.892726329470346,5.63138869504255,2.78030735748465,0.00562079034623051,0.218120907555398,-2.7229426660482
"ENSG00000273305.1","HAVANA","gene",NA,NA,"ENSG00000273305.1","lncRNA","AC009237.15","2",NA,"OTTHUMG00000186025.1",-1.16712717751555,-0.2404962677843,-2.7796672113266,0.005631721545621,0.218120907555398,-2.32406879668951
"ENSG00000197415.12","HAVANA","gene",NA,NA,"ENSG00000197415.12","protein_coding","VEPH1","1","HGNC:25735","OTTHUMG00000158711.6",-2.14469212606853,1.44262603494373,-2.77700742290328,0.0056773466117924,0.219419157111619,-2.33738274393401
"ENSG00000104055.16","HAVANA","gene",NA,NA,"ENSG00000104055.16","protein_coding","TGM5","2","HGNC:11781","OTTHUMG00000176488.4",-2.92434710185792,-1.16834720526123,-2.77543450655732,0.00570448491987004,0.219998922675669,-2.3291709762111
"ENSG00000262655.4","HAVANA","gene",NA,NA,"ENSG00000262655.4","protein_coding","SPON1","2","HGNC:11252","OTTHUMG00000181576.4",-2.40625679828639,5.07311086213614,-2.77138251375623,0.00577493721259544,0.222243125085998,-2.47305748067102
"ENSG00000181031.16","HAVANA","gene",NA,NA,"ENSG00000181031.16","protein_coding","RPH3AL","1","HGNC:10296","OTTHUMG00000090273.11",1.22376939097248,2.85089579986515,2.77068052477123,0.00578722239601219,0.222244053284146,-2.61030764145413
"ENSG00000113361.13","HAVANA","gene",NA,NA,"ENSG00000113361.13","protein_coding","CDH6","2","HGNC:1765","OTTHUMG00000090673.3",-1.21105103689777,2.30100935360261,-2.76333313435805,0.00591723086413021,0.226756293114639,-2.40252103774992
"ENSG00000168477.19","HAVANA","gene",NA,NA,"ENSG00000168477.19","protein_coding","TNXB","1","HGNC:11976","OTTHUMG00000031088.12",1.404524940989,2.91461833424675,2.76176045108686,0.00594539937245433,0.22735508233145,-2.65925860333599
"ENSG00000204839.9","HAVANA","gene",NA,NA,"ENSG00000204839.9","protein_coding","MROH6","1","HGNC:27814","OTTHUMG00000165164.6",1.27785015966045,3.06840303805388,2.75981160863784,0.00598047340136916,0.228088333617706,-2.65992914244843
"ENSG00000272168.8","HAVANA","gene",NA,NA,"ENSG00000272168.8","lncRNA","CASC15","2","HGNC:28245","OTTHUMG00000014345.88",-1.55631781079066,2.9476165939432,-2.75929838738213,0.00598974107922477,0.228088333617706,-2.42534302729129
"ENSG00000011028.14","HAVANA","gene",NA,NA,"ENSG00000011028.14","protein_coding","MRC2","2","HGNC:16875","OTTHUMG00000179178.3",-1.27753904438624,6.7289164430561,-2.75590346525909,0.00605137362893188,0.229952197899411,-2.76055817152864
"ENSG00000186376.15","HAVANA","gene",NA,NA,"ENSG00000186376.15","protein_coding","ZNF75D","2","HGNC:13145","OTTHUMG00000022482.2",0.554753697205416,4.13448558639903,2.75495155310013,0.00606875749588925,0.23003066205689,-2.70912106454791
"ENSG00000106804.8","HAVANA","gene",NA,NA,"ENSG00000106804.8","protein_coding","C5","2","HGNC:1331","OTTHUMG00000020579.4",0.935451600305203,2.87107009658464,2.75421025571818,0.00608232633404191,0.23003066205689,-2.62590125815794
"ENSG00000272711.1","HAVANA","gene",NA,NA,"ENSG00000272711.1","lncRNA","AC019069.1","2",NA,"OTTHUMG00000185987.1",-1.13995933150153,1.16041820802719,-2.7530298558246,0.0061039891473521,0.23003066205689,-2.40566474414262
"ENSG00000261437.1","HAVANA","gene",NA,NA,"ENSG00000261437.1","lncRNA","AC108860.2","2",NA,"OTTHUMG00000173368.1",-1.33584603496335,1.49787432522121,-2.75301832736301,0.00610420106197528,0.23003066205689,-2.40751413117186
"ENSG00000173253.15","HAVANA","gene",NA,NA,"ENSG00000173253.15","protein_coding","DMRT2","2","HGNC:2935","OTTHUMG00000019437.3",-2.01411290267075,-1.35717044558505,-2.75159736295417,0.00613037197892347,0.230537598526902,-2.38878247826612
"ENSG00000111644.8","HAVANA","gene",NA,NA,"ENSG00000111644.8","protein_coding","ACRBP","1","HGNC:17195","OTTHUMG00000168715.3",0.911193993412175,0.893555501070193,2.7507124794877,0.00614672066693055,0.230673827761456,-2.46290508914395
"ENSG00000198108.4","HAVANA","gene",NA,NA,"ENSG00000198108.4","protein_coding","CHSY3","2","HGNC:24293","OTTHUMG00000163043.2",-1.33139735797517,2.10720990535483,-2.74886339837215,0.00618101057653065,0.231405455768468,-2.42941016258746
"ENSG00000239779.7","HAVANA","gene",NA,NA,"ENSG00000239779.7","protein_coding","WBP1","1","HGNC:12737","OTTHUMG00000129958.4",0.818103020619505,1.98461607336618,2.74771679535352,0.0062023601890718,0.231405455768468,-2.54039233508264
"ENSG00000215244.3","HAVANA","gene",NA,NA,"ENSG00000215244.3","lncRNA","LINC02649","2","HGNC:54134","OTTHUMG00000186111.5",1.45234124784987,-0.869038924356174,2.74736247841787,0.00620897098187786,0.231405455768468,-2.42733155310967
"ENSG00000215440.12","HAVANA","gene",NA,NA,"ENSG00000215440.12","protein_coding","NPEPL1","2","HGNC:16244","OTTHUMG00000033060.8",0.914296897030964,2.25469183171994,2.74591835041779,0.00623598116321754,0.231405455768468,-2.57624714232919
"ENSG00000067715.14","HAVANA","gene",NA,NA,"ENSG00000067715.14","protein_coding","SYT1","2","HGNC:11509","OTTHUMG00000134326.5",2.36359720705912,2.64560610974831,2.74562270590148,0.00624152380047459,0.231405455768468,-2.75670827671718
"ENSG00000122678.17","HAVANA","gene",NA,NA,"ENSG00000122678.17","protein_coding","POLM","1","HGNC:9185","OTTHUMG00000155353.3",0.542621151709774,4.3493905868679,2.745276273247,0.00624802425428754,0.231405455768468,-2.75024558686495
"ENSG00000135709.12","HAVANA","gene",NA,NA,"ENSG00000135709.12","protein_coding","KIAA0513","2","HGNC:29058","OTTHUMG00000176597.2",0.80549201708352,4.37175319868573,2.74487392014872,0.00625558166868307,0.231405455768468,-2.77138872566188
"ENSG00000102543.14","HAVANA","gene",NA,NA,"ENSG00000102543.14","protein_coding","CDADC1","2","HGNC:20299","OTTHUMG00000016913.6",0.483507583628047,2.84844936571461,2.74301786827081,0.00629055090903671,0.232225103415885,-2.60370316221078
"ENSG00000154096.14","HAVANA","gene",NA,NA,"ENSG00000154096.14","protein_coding","THY1","1","HGNC:11801","OTTHUMG00000166202.4",-1.12935361364331,6.54075145297202,-2.74039657941915,0.0063402382997446,0.233583657360103,-2.7994413839136
"ENSG00000172890.13","HAVANA","gene",NA,NA,"ENSG00000172890.13","protein_coding","NADSYN1","2","HGNC:29832","OTTHUMG00000167375.4",0.728873748760303,5.72903547232729,2.73710118195504,0.00640320605599123,0.234618515029171,-2.83734275979061
"ENSG00000231826.6","HAVANA","gene",NA,NA,"ENSG00000231826.6","lncRNA","LINC01819","2","HGNC:52624","OTTHUMG00000152373.11",-3.64062648828649,-0.370523489077732,-2.73707705656617,0.00640366911204145,0.234618515029171,-2.42495270382525
"ENSG00000134321.12","HAVANA","gene",NA,NA,"ENSG00000134321.12","protein_coding","RSAD2","2","HGNC:30908","OTTHUMG00000090352.5",-2.33590829604804,4.76254640851043,-2.73672159071257,0.0064104953286255,0.234618515029171,-2.5398700938603
"ENSG00000266916.7","HAVANA","gene",NA,NA,"ENSG00000266916.7","lncRNA","ZNF793-AS1","2","HGNC:51303","OTTHUMG00000181988.5",-1.26848534634329,0.392145918958696,-2.73622187270476,0.00642010280560901,0.234618515029171,-2.43772475358488
"ENSG00000166035.11","HAVANA","gene",NA,NA,"ENSG00000166035.11","protein_coding","LIPC","1","HGNC:6619","OTTHUMG00000132632.4",1.35929739170713,-1.56365175051355,2.73518316858871,0.00644011429757143,0.234876281202776,-2.44701217174365
"ENSG00000181007.9","HAVANA","gene",NA,NA,"ENSG00000181007.9","protein_coding","ZFP82","2","HGNC:28682","OTTHUMG00000048146.4",-1.1395547235984,3.21595228778463,-2.72973082503437,0.00654608409859459,0.23826168749222,-2.5328395199438
"ENSG00000121753.12","HAVANA","gene",NA,NA,"ENSG00000121753.12","protein_coding","ADGRB2","1","HGNC:944","OTTHUMG00000003885.6",1.70877324009793,4.18951058829711,2.728562670943,0.0065689914676766,0.23861631130883,-2.84722457686101
"ENSG00000244945.1","HAVANA","gene",NA,NA,"ENSG00000244945.1","lncRNA","RUFY1-AS1","2","HGNC:40903","OTTHUMG00000163175.1",1.19889416719582,-1.70614502824223,2.72505587951995,0.0066381941437976,0.240259137471398,-2.4687770371415
"ENSG00000061273.18","HAVANA","gene",NA,NA,"ENSG00000061273.18","protein_coding","HDAC7","2","HGNC:14067","OTTHUMG00000152968.8",0.530981237028687,6.18632509560811,2.72492812681323,0.00664072756665399,0.240259137471398,-2.87144205161557
"ENSG00000196961.13","HAVANA","gene",NA,NA,"ENSG00000196961.13","protein_coding","AP2A1","2","HGNC:561","OTTHUMG00000183253.1",0.59498571226303,6.66690090813841,2.72308217806275,0.00667743140934224,0.240964001886804,-2.87444641172815
"ENSG00000189057.11","HAVANA","gene",NA,NA,"ENSG00000189057.11","protein_coding","FAM111B","2","HGNC:24200","OTTHUMG00000167279.5",-1.80683374047432,4.46927758123905,-2.72261258973215,0.00668679758077139,0.240964001886804,-2.59198975214585
"ENSG00000065135.12","HAVANA","gene",NA,NA,"ENSG00000065135.12","protein_coding","GNAI3","2","HGNC:4387","OTTHUMG00000189112.3",-0.490971350241199,6.96512767575363,-2.72186444175732,0.00670174422884042,0.241023444230082,-2.87812966019449
"ENSG00000100982.12","HAVANA","gene",NA,NA,"ENSG00000100982.12","protein_coding","PCIF1","2","HGNC:16200","OTTHUMG00000032635.4",0.486274715943719,5.63505346401881,2.71725639158643,0.00679447061891368,0.243857167310669,-2.88443206436182
"ENSG00000117122.14","HAVANA","gene",NA,NA,"ENSG00000117122.14","protein_coding","MFAP2","2","HGNC:7033","OTTHUMG00000002290.2",-1.73196844232507,4.48953791172917,-2.7163176710897,0.00681350136322092,0.243857167310669,-2.62073730890447
"ENSG00000176083.18","HAVANA","gene",NA,NA,"ENSG00000176083.18","protein_coding","ZNF683","1","HGNC:28495","OTTHUMG00000003521.5",-2.25030097461045,0.511716762109579,-2.71539189544843,0.00683231670558471,0.243857167310669,-2.48187720160958
"ENSG00000128274.17","HAVANA","gene",NA,NA,"ENSG00000128274.17","protein_coding","A4GALT","2","HGNC:18149","OTTHUMG00000150744.7",1.09096993568087,3.72137082084117,2.7151409246842,0.00683742546221663,0.243857167310669,-2.82087176617512
"ENSG00000172986.13","HAVANA","gene",NA,NA,"ENSG00000172986.13","protein_coding","GXYLT2","2","HGNC:33383","OTTHUMG00000158815.3",-1.98286018990013,3.82203642831513,-2.71405259934332,0.00685961924347361,0.243857167310669,-2.5613082984161
