"","Gene","gene_id","gene_type","logFC.x","P.Value.x","adj.P.Val.x","chr","Name","Relation_to_Island","Gene_Group","logFC.y","P.Value.y","adj.P.Val.y","Gene_expression","DNA_Methylation"
"744","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg15660353","OpenSea","Body",-1.91865548672557,0.00023469025101372,0.0291909472657168,"Down","Hypo"
"745","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg02854228","N_Shore","Body",-1.12990307079131,0.00290844398369647,0.123862327331847,"Down","Hypo"
"746","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg09648243","OpenSea","Body",-1.41541776438839,0.00655839434522189,0.191355921543867,"Down","Hypo"
"747","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg09252301","N_Shore","Body",-1.72544404540806,0.000128761350746123,0.0199922757086321,"Down","Hypo"
"748","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg17172683","S_Shore","Body",-1.29941498135479,0.0035434276064041,0.138193265149632,"Down","Hypo"
"749","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg09353251","Island","Body",-0.929201534512603,2.12411345108036e-05,0.00626833718848343,"Down","Hypo"
"750","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg19420177","Island","Body",-0.791585676410486,0.00141377101713948,0.0830447984712743,"Down","Hypo"
"751","GPR39","ENSG00000183840.7","protein_coding",-1.7866839442992,0.0402303514176306,0.496760521420218,"chr2","cg13954965","Island","1stExon",-1.23140029176668,0.0370105840769666,0.436203777265374,"Down","Hypo"
"752","GPR4","ENSG00000177464.5","protein_coding",-0.725774073021368,0.0369819157002948,0.482602018706655,"chr19","cg22445256","S_Shore","TSS200",-1.37231037133547,0.0300445965561214,0.397884677415376,"Down","Hypo"
"753","GREB1","ENSG00000196208.14","protein_coding",2.08848941073186,0.0296078717267905,0.439175354271525,"chr2","cg08993944","Island","Body",-1.24976968960997,0.0139154812749283,0.279514818206629,"Up","Hypo"
"754","GREB1","ENSG00000196208.14","protein_coding",2.08848941073186,0.0296078717267905,0.439175354271525,"chr2","cg23605797","S_Shore","Body",-0.522523828032795,0.0188453134128494,0.322831254479208,"Up","Hypo"
"755","GREM2","ENSG00000180875.5","protein_coding",-1.76436747908343,0.0326192441225595,0.455513419850165,"chr1","cg02577267","Island","Body",-2.89913810279486,0.002103955524556,0.103696726463865,"Down","Hypo"
"756","GREM2","ENSG00000180875.5","protein_coding",-1.76436747908343,0.0326192441225595,0.455513419850165,"chr1","cg04391463","Island","Body",-1.14704115610138,0.0288073417627323,0.390786555562081,"Down","Hypo"
"757","GREM2","ENSG00000180875.5","protein_coding",-1.76436747908343,0.0326192441225595,0.455513419850165,"chr1","cg06361667","OpenSea","5'UTR",1.46982427653911,0.0477248954205709,0.482641212619055,"Down","Hyper"
"758","GREM2","ENSG00000180875.5","protein_coding",-1.76436747908343,0.0326192441225595,0.455513419850165,"chr1","cg09107161","OpenSea","5'UTR",-1.6930677332803,0.0115370788607575,0.255302114450941,"Down","Hypo"
"759","GREM2","ENSG00000180875.5","protein_coding",-1.76436747908343,0.0326192441225595,0.455513419850165,"chr1","cg01809217","Island","Body",-1.09313060981075,0.0351746613929518,0.427154741537203,"Down","Hypo"
"760","GREM2","ENSG00000180875.5","protein_coding",-1.76436747908343,0.0326192441225595,0.455513419850165,"chr1","cg06353127","OpenSea","1stExon",-2.66465604828958,0.0282001741844973,0.386973730071154,"Down","Hypo"
"761","GREM2","ENSG00000180875.5","protein_coding",-1.76436747908343,0.0326192441225595,0.455513419850165,"chr1","cg00081729","S_Shore","Body",-1.63038144112712,0.0145128326930048,0.285314259943529,"Down","Hypo"
"762","GRHL2","ENSG00000083307.12","protein_coding",-1.35756745543002,8.45477578034451e-06,0.00294713972681778,"chr8","cg01519063","N_Shore","Body",1.03707238981159,0.0127524258399629,0.268637665599238,"Down","Hyper"
"763","GRHL2","ENSG00000083307.12","protein_coding",-1.35756745543002,8.45477578034451e-06,0.00294713972681778,"chr8","cg03023152","Island","Body",0.852892655957988,0.0295440729517959,0.395020381863109,"Down","Hyper"
"764","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg15050111","N_Shelf","TSS200",0.741680179072534,0.00464843792313618,0.1599391904407,"Down","Hyper"
"765","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg21289280","N_Shelf","1stExon",0.75334636790019,0.00594938319152947,0.182111964255878,"Down","Hyper"
"766","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg23820945","N_Shelf","1stExon",0.705730026010174,0.025000749051137,0.366859720018581,"Down","Hyper"
"767","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg20242797","N_Shelf","TSS200",0.884198929736186,0.000351241632697418,0.03752397660287,"Down","Hyper"
"768","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg19697558","N_Shelf","Body",0.763914434629853,0.00191477081086702,0.0984720213300728,"Down","Hyper"
"769","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg16155382","N_Shelf","Body",0.85393431699189,0.0273625070855369,0.381686231755833,"Down","Hyper"
"770","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg12757705","N_Shelf","TSS200",0.536307777238841,0.00902856032375441,0.225481025983922,"Down","Hyper"
"771","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg09662754","N_Shelf","TSS200",0.801846859388423,0.000318592046216376,0.0353459298634797,"Down","Hyper"
"772","GRHL3","ENSG00000158055.16","protein_coding",-2.06078898259726,0.00933405200681463,0.277359060123806,"chr1","cg04552500","N_Shelf","1stExon",0.986098019883006,6.4984627629716e-05,0.0129594165841047,"Down","Hyper"
"773","GRID1","ENSG00000182771.19","protein_coding",-0.997610825742385,0.020321657556655,0.378183126151877,"chr10","cg04422256","Island","Body",-1.38542153043349,0.00114532625451259,0.0735117581334223,"Down","Hypo"
"774","GRID1","ENSG00000182771.19","protein_coding",-0.997610825742385,0.020321657556655,0.378183126151877,"chr10","cg08529931","Island","Body",-0.931354418625339,0.0471948469841282,0.480837057004606,"Down","Hypo"
"775","GRID1","ENSG00000182771.19","protein_coding",-0.997610825742385,0.020321657556655,0.378183126151877,"chr10","cg26679004","Island","Body",-2.48443520382267,0.00607596181658036,0.184075607121204,"Down","Hypo"
"776","GRID1","ENSG00000182771.19","protein_coding",-0.997610825742385,0.020321657556655,0.378183126151877,"chr10","cg10775229","Island","Body",-1.35978764694486,0.00788254215097907,0.211079747853655,"Down","Hypo"
"777","GRID1","ENSG00000182771.19","protein_coding",-0.997610825742385,0.020321657556655,0.378183126151877,"chr10","cg16643151","Island","Body",-1.55244260134289,0.0148891402352838,0.289362858040214,"Down","Hypo"
"778","GRID2IP","ENSG00000215045.8","protein_coding",0.918725411134051,0.031765982427021,0.452961910058967,"chr7","cg04747300","S_Shelf","Body",-1.30824838827021,0.0291915640099218,0.39279367570815,"Up","Hypo"
"779","GRID2IP","ENSG00000215045.8","protein_coding",0.918725411134051,0.031765982427021,0.452961910058967,"chr7","cg11369338","N_Shore","Body",-0.902424832514392,0.0122515191011556,0.263284980145438,"Up","Hypo"
"780","GRID2IP","ENSG00000215045.8","protein_coding",0.918725411134051,0.031765982427021,0.452961910058967,"chr7","cg08403869","S_Shore","TSS1500",-1.22104512864104,0.0106518281405723,0.245769985626391,"Up","Hypo"
"781","GRID2IP","ENSG00000215045.8","protein_coding",0.918725411134051,0.031765982427021,0.452961910058967,"chr7","cg25340758","Island","Body",-0.865320171216069,0.00629771055832878,0.187678369099515,"Up","Hypo"
"782","GRID2IP","ENSG00000215045.8","protein_coding",0.918725411134051,0.031765982427021,0.452961910058967,"chr7","cg09271277","Island","1stExon",-1.70683868009704,0.00718835428848258,0.200939709820321,"Up","Hypo"
"783","GRID2IP","ENSG00000215045.8","protein_coding",0.918725411134051,0.031765982427021,0.452961910058967,"chr7","cg18707952","Island","Body",-0.679577693854367,0.0140330373922637,0.280667433825808,"Up","Hypo"
"784","GRIK5","ENSG00000105737.9","protein_coding",2.30298146694435,1.12138942170756e-07,0.000101631523289356,"chr19","cg09434500","Island","3'UTR",-2.04312491074398,0.0234809573232379,0.356732093913066,"Up","Hypo"
"785","GRIK5","ENSG00000105737.9","protein_coding",2.30298146694435,1.12138942170756e-07,0.000101631523289356,"chr19","cg09864457","Island","3'UTR",-1.58381366406949,0.00202513976393235,0.101492111123992,"Up","Hypo"
"786","GRIN2A","ENSG00000183454.18","protein_coding",-2.17686512298928,0.00942591675739649,0.278140967742139,"chr16","cg04761722","Island","5'UTR",-1.69510707421618,0.0135619920090554,0.276247749888826,"Down","Hypo"
"787","GRIN2A","ENSG00000183454.18","protein_coding",-2.17686512298928,0.00942591675739649,0.278140967742139,"chr16","cg10116505","Island","Body",-1.34311006851055,0.00102632523349384,0.069099589116634,"Down","Hypo"
"788","GRIN2A","ENSG00000183454.18","protein_coding",-2.17686512298928,0.00942591675739649,0.278140967742139,"chr16","cg07561162","OpenSea","Body",0.987840629367402,0.00195963885859563,0.0996217981538682,"Down","Hyper"
"789","GRIN2A","ENSG00000183454.18","protein_coding",-2.17686512298928,0.00942591675739649,0.278140967742139,"chr16","cg04498349","Island","5'UTR",-1.08776245762628,0.0232263348096264,0.354983551014755,"Down","Hypo"
"790","GRIN2A","ENSG00000183454.18","protein_coding",-2.17686512298928,0.00942591675739649,0.278140967742139,"chr16","cg15134033","Island","5'UTR",-1.38972675116049,0.00559825831666969,0.176480981317052,"Down","Hypo"
"791","GRIP1","ENSG00000155974.12","protein_coding",-1.46348721477196,0.00881020291976592,0.26849281407421,"chr12","cg10504573","OpenSea","Body",-2.23515550792321,0.00145248125271531,0.084365014951799,"Down","Hypo"
"792","GRIP1","ENSG00000155974.12","protein_coding",-1.46348721477196,0.00881020291976592,0.26849281407421,"chr12","cg09135441","OpenSea","TSS1500",-1.60315382361388,8.26374529848932e-05,0.0151072240397445,"Down","Hypo"
"793","GRIP1","ENSG00000155974.12","protein_coding",-1.46348721477196,0.00881020291976592,0.26849281407421,"chr12","cg06598591","OpenSea","Body",-1.53656438352762,0.000114839192128048,0.0185592955793928,"Down","Hypo"
"794","GRIP1","ENSG00000155974.12","protein_coding",-1.46348721477196,0.00881020291976592,0.26849281407421,"chr12","cg21622709","OpenSea","Body",-1.13817923403064,0.0403164947268195,0.451587121641803,"Down","Hypo"
"795","GRIP1","ENSG00000155974.12","protein_coding",-1.46348721477196,0.00881020291976592,0.26849281407421,"chr12","cg22912610","OpenSea","TSS1500",-1.19410824102747,0.0470157978063289,0.480207461852306,"Down","Hypo"
"796","GRK5","ENSG00000198873.12","protein_coding",0.70144478998282,0.00949492486121237,0.278140967742139,"chr10","cg02892577","OpenSea","Body",-1.08472775853255,0.0084483353064033,0.218178064386251,"Up","Hypo"
"797","GRK5","ENSG00000198873.12","protein_coding",0.70144478998282,0.00949492486121237,0.278140967742139,"chr10","cg09872523","OpenSea","Body",-1.09880059574237,0.0076172901832998,0.207384459291191,"Up","Hypo"
"798","GRK5","ENSG00000198873.12","protein_coding",0.70144478998282,0.00949492486121237,0.278140967742139,"chr10","cg17897352","OpenSea","Body",-1.1698624364862,1.46155761096143e-05,0.00486453884414228,"Up","Hypo"
"799","GRK5","ENSG00000198873.12","protein_coding",0.70144478998282,0.00949492486121237,0.278140967742139,"chr10","cg22826038","OpenSea","Body",-1.11513957746856,0.000148213487371458,0.0217544751035761,"Up","Hypo"
"800","GRK5","ENSG00000198873.12","protein_coding",0.70144478998282,0.00949492486121237,0.278140967742139,"chr10","cg11619922","OpenSea","Body",-1.83996426781941,0.00129915340010522,0.0789871246742628,"Up","Hypo"
"801","GRK5","ENSG00000198873.12","protein_coding",0.70144478998282,0.00949492486121237,0.278140967742139,"chr10","cg10399824","OpenSea","Body",-1.32227898511167,4.6757620476964e-06,0.00223047133090027,"Up","Hypo"
"802","GRK5","ENSG00000198873.12","protein_coding",0.70144478998282,0.00949492486121237,0.278140967742139,"chr10","cg11312674","OpenSea","Body",-1.43751810891102,8.28100448471894e-07,0.000654351335080986,"Up","Hypo"
"803","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg14792912","S_Shore","5'UTR",-1.18136750409052,0.0311074201423137,0.40413445035083,"Down","Hypo"
"804","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg11727252","S_Shelf","3'UTR",-1.35565485124879,0.0153635523022597,0.294056254563049,"Down","Hypo"
"805","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg00587834","Island","Body",-1.43983215910779,0.0325603214467177,0.412644538692339,"Down","Hypo"
"806","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg26010751","S_Shore","5'UTR",-1.4621612684602,0.0320595744806573,0.409668687595227,"Down","Hypo"
"807","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg10324572","N_Shore","5'UTR",-1.46694032611785,0.00183188518061618,0.0961998962370554,"Down","Hypo"
"808","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg15287403","N_Shelf","5'UTR",-2.2155656119902,2.33820879209249e-05,0.00668486261512368,"Down","Hypo"
"809","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg15144016","Island","Body",-2.12460830518175,0.00204729700373161,0.102145247090949,"Down","Hypo"
"810","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg10692302","N_Shelf","5'UTR",-2.10489339369251,8.8170638973414e-05,0.0157669675928428,"Down","Hypo"
"811","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg02218260","S_Shore","5'UTR",-1.34339122538823,0.000727742577040332,0.0569949592105554,"Down","Hypo"
"812","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg07114886","N_Shelf","5'UTR",-0.953225379218671,0.0473934896478495,0.481735550151578,"Down","Hypo"
"813","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg12452300","S_Shore","Body",-1.81178657247696,5.19211777606933e-05,0.011218984545633,"Down","Hypo"
"814","GRM2","ENSG00000164082.15","protein_coding",-1.05718482358419,0.0337945054909113,0.461709420135924,"chr3","cg25423647","N_Shelf","5'UTR",-1.2510004677072,0.0288070682256644,0.390786555562081,"Down","Hypo"
"815","GRP","ENSG00000134443.10","protein_coding",-6.22791415015372,4.21744826152693e-08,5.4603905134598e-05,"chr18","cg16899265","N_Shore","TSS1500",-1.57756080180423,0.0257594998793115,0.371628203688866,"Down","Hypo"
"816","GRP","ENSG00000134443.10","protein_coding",-6.22791415015372,4.21744826152693e-08,5.4603905134598e-05,"chr18","cg01625242","N_Shore","TSS1500",-1.15985071294616,0.00450280286227854,0.157091372264507,"Down","Hypo"
"817","GRP","ENSG00000134443.10","protein_coding",-6.22791415015372,4.21744826152693e-08,5.4603905134598e-05,"chr18","cg23518678","S_Shelf","Body",-1.35917009209485,0.0452692163948846,0.473600675410896,"Down","Hypo"
"818","GRP","ENSG00000134443.10","protein_coding",-6.22791415015372,4.21744826152693e-08,5.4603905134598e-05,"chr18","cg15633664","Island","TSS1500",-2.2187964593396,0.0189144933238789,0.323415788863618,"Down","Hypo"
"819","GRP","ENSG00000134443.10","protein_coding",-6.22791415015372,4.21744826152693e-08,5.4603905134598e-05,"chr18","cg15509687","Island","Body",-2.38123275265869,0.0267236712950159,0.377858572020806,"Down","Hypo"
"820","GRP","ENSG00000134443.10","protein_coding",-6.22791415015372,4.21744826152693e-08,5.4603905134598e-05,"chr18","cg24131595","Island","TSS200",-2.48241403652666,0.0166352535737138,0.305436211222562,"Down","Hypo"
"821","GRTP1","ENSG00000139835.14","protein_coding",0.775803258441919,0.0101496060320361,0.279168071224105,"chr13","cg23174392","OpenSea","Body",0.39790408685196,0.0323268811387458,0.411425013797049,"Up","Hyper"
"822","GRWD1","ENSG00000105447.13","protein_coding",-0.510653560472809,0.0123524094114361,0.308004938168422,"chr19","cg05614058","Island","1stExon",0.237882697081113,0.0401791877864408,0.450993587124333,"Down","Hyper"
"823","GSDMC","ENSG00000147697.9","protein_coding",-2.35367293920708,0.0166743541138466,0.346543499777714,"chr8","cg23990303","OpenSea","3'UTR",-1.2045297036602,0.0416795954590172,0.457318004725662,"Down","Hypo"
"824","GXYLT2","ENSG00000172986.13","protein_coding",-1.98286018990013,0.00685961924347361,0.243857167310669,"chr3","cg23049178","OpenSea","Body",-0.650261198446958,0.0388157989182676,0.44485666266441,"Down","Hypo"
"825","H6PD","ENSG00000049239.13","protein_coding",0.668206576114743,0.0100765847793644,0.279138947639045,"chr1","cg04566694","OpenSea","Body",-1.62833229913869,0.0306610864087936,0.401671594557922,"Up","Hypo"
